Name,Latitude,Longitude,Description
CORALPATCH165,24.501728,-82.185011,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH166,24.534545,-82.225515,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH167,24.520241,-82.331782,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH168,24.52229,-82.358509,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH169,24.538876,-82.311362,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH170,24.499115,-82.280205,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH171,24.483567,-82.232682,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH172,24.459257,-81.976805,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH173,24.502824,-82.016976,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH174,24.46246,-82.037898,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH175,24.469581,-81.941396,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH176,24.49755,-81.95110099999999,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH177,24.507605,-81.884693,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH178,24.453046,-81.894432,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH179,24.667219,-81.139869,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH180,24.649973,-81.108284,"Wreck nearby and coral, limestone"
CORALPATCH181,24.632102,-81.090982,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH182,24.615731,-81.14603700000001,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH183,24.59591500000001,-81.213331,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH184,24.672895,-81.163256,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH185,24.666798,-81.10914,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH186,24.634022,-81.207627,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH187,24.71267900000001,-80.977024,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH188,24.665073,-80.973826,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH189,24.725099,-80.85803900000001,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH192,24.753742,-80.816288,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH193,24.718037,-80.83920500000001,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH194,24.74885,-80.85993499999999,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH195,24.771218,-80.833367,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH196,24.731778,-80.796638,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH197,24.696665,-80.88905699999999,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH198,24.75843800000001,-80.74117800000001,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH199,24.812524,-80.731692,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH200,24.825153,-80.717601,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH201,24.831671,-80.649496,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH202,24.821272,-80.651664,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH203,24.796486,-80.687027,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH204,24.864754,-80.558914,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH205,24.905104,-80.587119,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH206,24.91478,-80.55125700000001,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH207,24.909422,-80.52879,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH208,24.892533,-80.578727,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH209,24.992857,-80.46092,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH210,24.97304,-80.430937,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH211,24.971707,-80.459339,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH212,24.977752,-80.492212,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALPATCH213,24.96583,-80.440865,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
CORALWRECK2,24.465437,-81.986074,Wreck
CORALWRECK3,24.45814100000001,-82.165718,Wreck
CORALWRECKA,24.458399,-81.80497200000001,Wk in 110.0 ft
COSGROVE,24.466667,-82.185,Cosgrove lIve bottom area
coshump,24.448,-82.17,Humps - Good Fishing on bottom and trolling. Good Spot in general
CUDJOE,24.659039,-81.527264,
DAVIS REEF,24.923283,-80.508867,4 REEFBALLS
DIXIE WRECK 2,25.066338,-80.311089,GOOD BOTTOM LEFT OVER FROM OLD WRECK
DIXIESHOAL2,25.065717,-80.3103,GROUPER
DixieShoalA,25.06232,-80.32803,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
DOLPHIN3,24.339302,-81.70262,Mahi and Sailfish - Wahoo on 12=12=2009
DOLPHINi22,24.48684,-81.634117,Dolphin on the ledge
DRYROCK,24.45282,-81.914749,Wreck
DUANE WRK,24.990377,-80.381917,327 FT USCG CUTTER
DUMPSITE3,24.432047,-81.411722,Good Trolling
EAGLEWRECK,24.869667,-80.570167,287 FOOT FREIGHTER
EAST DRY ROCK,24.4625,-81.841667,East Dry Rock area
EASTSAMBO,24.491667,-81.66416700000001,Live Bottom coral reef area - good fishing
EJ BULLOC,24.500432,-82.999844,"WRECK AND NATURAL REEF IN AREA, FISHING CAN BE GOOD HERE"
ELINFANTE,24.935413,-80.468114,WRECK WITH SCATTERED BOTTOM IN AREA
FAREAPATCH,25.117956,-80.339314,anhor in 12 14 ft chum fish use two chum blocks incoming or ebb tide mangrove ytail grouper
FL ISLA IN,24.888354,-80.449601,"inside hump, blue water"
FLINTSTONE,24.627092,-82.709834,"OLD WRECK, HOLDS FISH ON OCCASION"
FLKEY6,24.511201,-81.57171200000001,Bottom Fishing Snapper Grouper
FLKEYNorth,24.437667,-82.375,"Note: TUNA, YELLOWTAIL, RED GROUPER, SILKY SNAPPER, CERO MACKEREL, KINGFISH, SAILFISH"
FLKEYS2,24.521531,-81.58486499999999,Bottom Fishing for Smapper Grouper
FLKEYS47,24.45488,-82.106323,Good Bottom Fishing snapper Grouper
FREDTWRK,24.459,-81.55370000000001,391 FT FLETCHER DESTROYER
FrenchReef,25.0343,-80.34833,
FrenchReef9,25.037336,-80.343774,
FrenchReefA,25.040468,-80.345007,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
FrenchReefE,25.037314,-80.34549,
FrenchReefNE,25.03667,-80.34383,
FrenchReefNW,25.039066,-80.354387,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
FrenchReefSW,25.030206,-80.35006,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
GRASSPATCH G,24.90003,-80.60273100000001,live bottom or lobster
GRASSPATCH H1,24.942209,-80.497686,live bottom grass and reef
GROUPER 3,24.98551700000001,-80.38978299999999,GROUPER IN 94 FT DRIFT OR ANCHOR AND CHUM HEAVY
GROUPER 5,24.90865,-80.50708299999999,GROUPER IN 99 FEET DRIFT THEN ANCHOR AND CHUM
GROUPER DROP,24.92325,-80.490683,GROUPER ON DROP OFF HERE DRIFT OR ANCHOR AND CHUM
GROUPER II,25.0459,-80.330967,WRECK WITH GROUPER AND OTHER
GROUPER S,24.88795,-80.53610000000001,WRECK FISHING FOR GROUPER
HANNON CAN,24.448783,-82.288917,KEVIN HANNON
HAWKS15,24.621682,-81.244348,Hawks Channel Troll and bottom fish
hawkspatch,24.954566,-80.512338,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
HERMISWRECK,24.600419,-83.533171,DEEP WATER WRECK
HHCONWAY,24.667092,-81.066458,OLD WRECK AND SCATTERED BOTTOM
honey1,24.574931,-82.58062099999999,"HONEY HOLE FOR TROLLING AND FOR BOTTOM FISHING - CHUM HARD, SNAPPER GROYUPER"
HUMP A,24.804787,-80.440108,SCATTERED SMALL RIDGES OR LIVE BOTTOM IN AREA
HUMP B,24.805819,-80.43892700000001,SCATTERED SMALL RIDGES OR LIVE BOTTOM IN AREA
HUMP D,24.809866,-80.43804299999999,SCATTERED SMALL RIDGES OR LIVE BOTTOM IN AREA
HUMP E,24.809852,-80.429851,SCATTERED SMALL RIDGES OR LIVE BOTTOM IN AREA
HUMP F,24.813145,-80.43743499999999,SCATTERED SMALL RIDGES OR LIVE BOTTOM IN AREA
HUMP K,24.589542,-80.58980099999999,NEAR 409 HUMP - MAHI
ISLA HUMP,24.802917,-80.44456700000001,"OFFSHORE HUMP - SUPERB SPOT FOR TUNA, DOLPHIN AND SAILFISH"
ISLAMORADA1,24.84125,-80.5514,LIGNUM VITAE BRIDGE SPANS
ISLAMORADA2,24.83845,-80.557017,BRIDGE SPANS
ISLAMORADA3,24.84195,-80.55115000000001,INDIAN CUT BRIDGE SPANS
ISLAMORADA4,24.838867,-80.559583,120 FOOT BARGE AND BRIDGE SPANS
ISLAMORADA5,24.8412,-80.5514,OLD TEA TABLE BRIDGE SPANS
ISLHUMP2,24.80444,-80.446201,"BLUE WATER FISHING - MAHI, TUNA, SAILS"
JOES TUG,24.464167,-81.737833,90 FOOT LONG TUGBOAT
K BOUY,24.725933,-82.799767,CAN BUOY
KB KINGFISH,24.720983,-82.987717,55 LB KINGFISH CAUGHT ON THE GOTCHA BOAT
KBUOY BAIT,24.725,-82.8,BAIT FISH SPOT - GOOD TROLLING FOR KINGFISH AND DOLPHIN
KEYFISH23,24.554357,-81.620441,Bottom Fishing Hawks Channel
KeyLargoHump,25.01102,-80.28,KEY LARGO BLUEWATER HUMP
KeyLargoSW,25.03388,-80.42362,FISHING AREA
kingfishalley3,24.496887,-81.653025,kingfish ditch between these shoals
kingfishcove3,24.48561,-81.688371,Key West Kingfish and Cero Mackerel Cove
kingledge02,24.477289,-81.716646,kings on ledge - Winning Fish in 2001 Bottom Fishing on ledge as well.
KW BAITFISH2,24.491483,-81.785183,GOOD BAIT - BLUE RUNNERS
KWBARGEB,24.519667,-81.85080000000001,"MOOSE SIZE KINGFISH, BIG CERO - GOOD TROLLING SPOT"
KWKINGFISH,24.429233,-82.40455,NICE KINGS AT THIS SPOT
KWTOURNEY,24.427883,-81.759733,HEAVY STEEL AND BARGE
KWTOURNEY0,24.4542,-81.770833,100 FEET STEEL BARGE LOLA
KWTOURNEY1,24.454167,-81.770833,260 FOOT SHIP L.S.M.R.
LIVE BOTTOM D,24.91277,-80.493223,LIVE BOTTOM AREA -GOOD BOTTOM FISHING AND TROLLING
LIVEBOTOM021,24.559936,-82.709885,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
LIVEBOTOM1,24.931498,-80.482865,live bottom reef
LIVEBOTOM2,24.918899,-80.53435399999999,PATCH REEF FISHING SPOT
LIVEBOTTOM13,24.537498,-81.821669,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
